Designator,Stock_Number,Part_Number,Package,Value,Function
D9,30-1300-0032-00,'SMCJ5.0A','SMC',,'TVS'
F1,30-2001-0056-00,'0685T6000-01','1206',,'FUSE'
F2,30-1505-0018-00,,'4020',,
F3,FUSE_RESETTABLE,'MF-MSMF010-2','1812',,'RESETTABLE'
FID1,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID2,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID3,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID4,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID5,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID6,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID7,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID8,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
FID9,DEV_FURNITURE_0001,,'Fid',,'Fiducial'
H1,DEV_FURNITURE_0006,,,,'Hole'
H2,DEV_FURNITURE_0006,,,,'Hole'
H3,DEV_FURNITURE_0006,,,,'Hole'
H4,DEV_FURNITURE_0006,,,,'Hole'
H5,DEV_FURNITURE_0006,,,,'Hole'
H6,DEV_FURNITURE_0006,,,,'Hole'
H7,DEV_FURNITURE_0006,,,,'Hole'
H8,DEV_FURNITURE_0006,,,,'Hole'
J1,30-3012-0012-01,'90814-3712','Picoflex-12',,'IDC'
J10,30-3025-0023-10,'695402400222','Terminal-2W',,'Terminal'
J11,30-3002-5016-10,'61031621121','Pinstrip-16-2',,'Pinstrip'
J12,30-3025-0023-10,'695402400222','Terminal-2W',,'Terminal'
J13,30-3025-0023-10,'695402400222','Terminal-2W',,'Terminal'
J14,30-3025-0023-10,'695402400222','Terminal-2W',,'Terminal'
J16,30-3001-0003-06,'TSM-103-01-T-SV-P-TR','Pinstrip-3',,'Pinstrip'
J17,30-3017-0017-00,'USB3140-30-0230-1-C','USB-B Micro',,'USB'
J18,30-3025-0023-10,'695402400222','Terminal-2W',,'Terminal'
